Client,Products,Target
Filona  ,Vine Salt Beer,negative
Sophy   ,Pepper Kefir Eris,positive
Filona  ,Bananas Water Vine,negative
Emma    ,Vodka Kefir Salo,positive
Ann     ,Vodka Cigar Abritos,negative
Alla    ,Cheese Iogurt Bananas,positive
Sophy   ,Sweet Cream Onion,positive
Filona  ,Cream Onion Eris,positive
Hilary  ,Cigar Cheese Sugar,positive
Gina    ,Kefir Bananas Sugar,positive
Alla    ,Bananas Sweet Sugar,negative
Filona  ,Cheese Water Iogurt,positive
Ann     ,Cream Cigar Iogurt,positive
Filona  ,Cream Milk Salt,positive
Ann     ,Water Fries Milk,positive
Dorophy ,Vine Iogurt Cream,positive
Emma    ,Water Salo Vodka,negative
Emma    ,Eris Sugar Fries,negative
Ira     ,Iogurt Bananas Water,positive
Hilary  ,Water Vodka Milk,positive
Ira     ,Cream Vodka Water,positive
Ann     ,Bread Milk Iogurt,positive
Ira     ,Sweet Pepper Kefir,positive
Gina    ,Vodka Bananas Cigar,negative
Filona  ,Water Bread Milk,positive
Alla    ,Eris Onion Milk,positive
Gina    ,Salo Onion Sweet,negative
Dorophy ,Fries Kefir Vodka,positive
Sophy   ,Pepper Iogurt Beer,positive
Dorophy ,Beer Vine Abritos,negative
Chloe   ,Cigar Bananas Sugar,negative
Ann     ,Cigar Water Salo,negative
Gina    ,Sugar Kefir Beer,positive
Gina    ,Abritos Bread Kefir,positive
Gina    ,Milk Abritos Kefir,positive
Chloe   ,Water Cream Vine,positive
Chloe   ,Salo Cream Abritos,positive
Emma    ,Water Cheese Sweet,positive
Filona  ,Fries Vine Sweet,negative
Alla    ,Pepper Bananas Milk,positive
Hilary  ,Cream Beer Kefir,positive
Chloe   ,Bananas Cheese Vodka,positive
Ann     ,Fries Sweet Eris,negative
Dorophy ,Vodka Fries Cheese,positive
Gina    ,Abritos Milk Sugar,positive
Ira     ,Kefir Sugar Onion,positive
Alla    ,Salt Beer Sweet,negative
Filona  ,Sugar Bananas Abritos,negative
Dorophy ,Vine Kefir Vodka,positive
Alla    ,Sugar Sweet Beer,negative
Gina    ,Water Beer Cheese,positive
Gina    ,Sweet Kefir Cheese,positive
Chloe   ,Salt Water Beer,negative
Ira     ,Bread Cream Milk,positive
Emma    ,Salt Cigar Iogurt,positive
Chloe   ,Cream Bananas Iogurt,positive
Gina    ,Vine Eris Iogurt,positive
Emma    ,Onion Pepper Beer,negative
Chloe   ,Cigar Onion Fries,negative
Gina    ,Salt Vodka Onion,negative
Alla    ,Vodka Cheese Sweet,positive
Filona  ,Beer Water Pepper,negative
Filona  ,Cigar Salo Onion,negative
Hilary  ,Iogurt Salo Salt,positive
Ira     ,Kefir Milk Fries,positive
Sophy   ,Vodka Beer Cream,positive
Ira     ,Onion Beer Vine,negative
Hilary  ,Fries Cream Vine,positive
Hilary  ,Sweet Cheese Vine,positive
Alla    ,Bananas Salo Abritos,negative
Gina    ,Bread Eris Bananas,negative
Ira     ,Kefir Abritos Bread,positive
Hilary  ,Eris Kefir Vine,positive
Ann     ,Sweet Abritos Vodka,negative
Chloe   ,Kefir Bread Onion,positive
Hilary  ,Sugar Pepper Eris,negative
Chloe   ,Eris Beer Iogurt,positive
Alla    ,Fries Cigar Kefir,positive
Gina    ,Water Cheese Milk,positive
Sophy   ,Sugar Bread Vine,negative
Hilary  ,Pepper Kefir Vine,positive
Alla    ,Fries Milk Salt,positive
Chloe   ,Eris Fries Vodka,negative
Sophy   ,Cream Kefir Iogurt,positive
Alla    ,Kefir Beer Fries,positive
Gina    ,Vine Fries Milk,positive
Chloe   ,Cigar Iogurt Cream,positive
Emma    ,Vodka Eris Bananas,negative
Ira     ,Iogurt Vodka Eris,positive
Chloe   ,Onion Cream Cigar,positive
Ann     ,Vine Iogurt Cheese,positive
Hilary  ,Sugar Bread Pepper,negative
Gina    ,Cigar Onion Vine,negative
Dorophy ,Abritos Vine Sugar,negative
Filona  ,Cigar Sweet Salo,negative
Filona  ,Salo Bananas Cream,positive
Gina    ,Bread Kefir Cheese,positive
Ann     ,Salt Cream Bananas,positive
Ira     ,Iogurt Milk Bananas,positive
Gina    ,Kefir Sweet Onion,positive
Hilary  ,Onion Beer Kefir,positive
Ann     ,Cigar Sugar Abritos,negative
Alla    ,Sweet Milk Cigar,positive
Hilary  ,Vine Milk Salo,positive
Gina    ,Bananas Onion Salo,negative
Filona  ,Sweet Milk Fries,positive
Chloe   ,Vodka Bread Water,negative
Emma    ,Vine Vodka Sweet,negative
Gina    ,Fries Salo Beer,negative
Sophy   ,Salo Eris Fries,negative
Hilary  ,Vine Vodka Iogurt,positive
Hilary  ,Vine Cream Pepper,positive
Gina    ,Milk Sweet Water,positive
Alla    ,Cheese Bananas Abritos,positive
Sophy   ,Iogurt Vodka Sugar,positive
Hilary  ,Vodka Eris Cigar,negative
Hilary  ,Kefir Milk Sweet,positive
Ann     ,Salt Water Cheese,positive
Hilary  ,Kefir Fries Pepper,positive
Hilary  ,Onion Fries Kefir,positive
Emma    ,Fries Cheese Water,positive
Gina    ,Kefir Cigar Abritos,positive
Alla    ,Salt Salo Cheese,positive
Gina    ,Cigar Milk Vodka,positive
Alla    ,Kefir Salt Cream,positive
Ira     ,Onion Beer Salo,negative
Dorophy ,Pepper Cigar Eris,negative
Sophy   ,Cheese Vine Cigar,positive
Dorophy ,Beer Salo Iogurt,positive
Dorophy ,Pepper Sweet Bananas,negative
Ira     ,Vodka Pepper Beer,negative
Sophy   ,Bananas Eris Cream,positive
Alla    ,Cigar Sweet Abritos,negative
Dorophy ,Cigar Salo Kefir,positive
Chloe   ,Salt Cheese Fries,positive
Filona  ,Bread Milk Cheese,positive
Ira     ,Sugar Bread Cigar,negative
Alla    ,Beer Salo Onion,negative
Hilary  ,Sugar Water Iogurt,positive
Ira     ,Vodka Beer Bread,negative
Gina    ,Water Kefir Cigar,positive
Dorophy ,Onion Cigar Salt,negative
Gina    ,Iogurt Fries Salt,positive
Filona  ,Sweet Onion Cream,positive
Sophy   ,Beer Milk Kefir,positive
Sophy   ,Bread Water Sugar,negative
Chloe   ,Milk Water Onion,positive
Gina    ,Milk Eris Pepper,positive
Gina    ,Cream Sugar Beer,positive
Dorophy ,Beer Vine Vodka,negative
Emma    ,Milk Cheese Sweet,positive
Alla    ,Water Sugar Abritos,negative
Alla    ,Vine Fries Sugar,negative
Ann     ,Bananas Eris Abritos,negative
Dorophy ,Eris Salt Cigar,negative
Chloe   ,Sugar Iogurt Bananas,positive
Chloe   ,Bananas Kefir Cigar,positive
Ann     ,Sugar Cheese Bananas,positive
Dorophy ,Cheese Kefir Cream,positive
Ann     ,Beer Cheese Eris,positive
Dorophy ,Eris Beer Salt,negative
Alla    ,Cheese Onion Sugar,positive
Alla    ,Cigar Pepper Onion,negative
Filona  ,Sweet Iogurt Fries,positive
Ira     ,Onion Fries Eris,negative
Emma    ,Pepper Iogurt Bananas,positive
Chloe   ,Fries Eris Bananas,negative
Alla    ,Vine Vodka Salt,negative
Alla    ,Cigar Bananas Kefir,positive
Dorophy ,Milk Bananas Sweet,positive
Sophy   ,Bread Sweet Fries,negative
Ann     ,Fries Bread Sugar,negative
Ira     ,Bread Abritos Vine,negative
Hilary  ,Bread Eris Milk,positive
Gina    ,Salt Cigar Sweet,negative
Gina    ,Salt Bread Fries,negative
Hilary  ,Onion Cheese Water,positive
Sophy   ,Iogurt Vine Kefir,positive
Chloe   ,Onion Salo Kefir,positive
Ira     ,Vodka Sweet Water,negative
Filona  ,Pepper Salo Salt,negative
Sophy   ,Vodka Bread Bananas,negative
Hilary  ,Cream Onion Salt,positive
Ira     ,Bananas Abritos Kefir,positive
Emma    ,Abritos Salt Beer,negative
Filona  ,Cigar Water Vodka,negative
Emma    ,Cheese Cigar Fries,positive
Ira     ,Fries Cigar Eris,negative
Emma    ,Iogurt Fries Bread,positive
Ira     ,Pepper Cream Sugar,positive
Gina    ,Cigar Sweet Onion,negative
Alla    ,Bananas Salo Salt,negative
Emma    ,Salt Cigar Eris,negative
Dorophy ,Water Milk Salo,positive
Emma    ,Milk Bread Abritos,positive
Sophy   ,Bananas Milk Cream,positive
Filona  ,Eris Sugar Cigar,negative
Chloe   ,Fries Beer Abritos,negative
Gina    ,Salo Beer Kefir,positive
Hilary  ,Pepper Cheese Onion,positive
Ira     ,Kefir Milk Pepper,positive
Alla    ,Abritos Salo Sweet,negative
Filona  ,Vine Abritos Cream,positive
Ira     ,Cigar Milk Sweet,positive
Emma    ,Salo Abritos Cigar,negative
Alla    ,Kefir Water Pepper,positive
Alla    ,Eris Sweet Sugar,negative
Alla    ,Bananas Abritos Milk,positive
Ann     ,Sweet Salo Abritos,negative
Hilary  ,Cream Kefir Iogurt,positive
Filona  ,Beer Bananas Cream,positive
Ira     ,Sweet Water Salt,negative
Alla    ,Salo Eris Onion,negative
Hilary  ,Kefir Iogurt Fries,positive
Ira     ,Sugar Vine Iogurt,positive
Hilary  ,Eris Iogurt Abritos,positive
Dorophy ,Vine Abritos Kefir,positive
Alla    ,Iogurt Sugar Fries,positive
Ira     ,Sugar Onion Fries,negative
Sophy   ,Bananas Cream Fries,positive
Gina    ,Salt Milk Cheese,positive
Sophy   ,Iogurt Onion Water,positive
Alla    ,Iogurt Sweet Fries,positive
Ira     ,Sweet Cream Milk,positive
Hilary  ,Onion Cream Salt,positive
Hilary  ,Milk Vine Cream,positive
Ira     ,Beer Fries Vine,negative
Gina    ,Bananas Onion Beer,negative
Alla    ,Cigar Abritos Iogurt,positive
Hilary  ,Cigar Salt Sugar,negative
Sophy   ,Eris Cigar Milk,positive
Chloe   ,Cheese Iogurt Salo,positive
Chloe   ,Vine Kefir Salt,positive
Filona  ,Vodka Iogurt Bananas,positive
Filona  ,Milk Salt Fries,positive
Filona  ,Fries Water Iogurt,positive
Ann     ,Kefir Eris Cigar,positive
Ira     ,Abritos Vine Onion,negative
Alla    ,Vine Water Onion,negative
Ira     ,Milk Water Abritos,positive
Dorophy ,Salo Vine Beer,negative
Dorophy ,Kefir Bananas Milk,positive
Emma    ,Fries Bread Sweet,negative
Filona  ,Cheese Cigar Vodka,positive
Filona  ,Sweet Eris Milk,positive
Ann     ,Vodka Sugar Fries,negative
Sophy   ,Vodka Eris Pepper,negative
Filona  ,Eris Onion Cheese,positive
Gina    ,Sweet Vodka Vine,negative
Ann     ,Vine Sweet Fries,negative
Emma    ,Bananas Milk Salt,positive
Dorophy ,Beer Salo Kefir,positive
Gina    ,Milk Bananas Bread,positive
Gina    ,Bread Vine Sugar,negative
Gina    ,Iogurt Salt Onion,positive
Hilary  ,Sweet Water Cigar,negative
Ann     ,Iogurt Cigar Kefir,positive
Alla    ,Milk Iogurt Cheese,positive
Gina    ,Vodka Pepper Salt,negative
Chloe   ,Abritos Salt Bread,negative
Ann     ,Eris Vine Cheese,positive
Ann     ,Beer Kefir Bananas,positive
Hilary  ,Vodka Kefir Pepper,positive
Chloe   ,Onion Cigar Milk,positive
Dorophy ,Cheese Cigar Pepper,positive
Alla    ,Salt Vodka Beer,negative
Dorophy ,Vine Abritos Bread,negative
Filona  ,Abritos Cheese Milk,positive
Alla    ,Eris Fries Pepper,negative
Gina    ,Salt Iogurt Milk,positive
Gina    ,Water Onion Eris,negative
Ira     ,Pepper Bananas Sugar,negative
Gina    ,Iogurt Vine Beer,positive
Chloe   ,Kefir Fries Sugar,positive
Filona  ,Bananas Iogurt Abritos,positive
Ann     ,Cheese Iogurt Vodka,positive
Dorophy ,Milk Cigar Kefir,positive
Alla    ,Salo Sugar Bread,negative
Dorophy ,Kefir Cream Pepper,positive
Dorophy ,Water Cigar Cream,positive
Alla    ,Milk Bananas Eris,positive
Sophy   ,Bananas Iogurt Eris,positive
Filona  ,Vodka Salo Iogurt,positive
Hilary  ,Salt Bananas Water,negative
Ann     ,Cigar Milk Bread,positive
Gina    ,Milk Bread Cream,positive
Sophy   ,Eris Fries Sugar,negative
Gina    ,Cream Sugar Salt,positive
Alla    ,Pepper Water Sugar,negative
Ann     ,Kefir Abritos Cream,positive
Ann     ,Vine Beer Sugar,negative
Hilary  ,Water Kefir Iogurt,positive
Emma    ,Cigar Eris Bananas,negative
Emma    ,Water Bread Cheese,positive
Sophy   ,Sweet Cream Bananas,positive
Sophy   ,Vine Fries Sugar,negative
Sophy   ,Cheese Sugar Milk,positive
Ira     ,Eris Fries Milk,positive
Gina    ,Bananas Fries Eris,negative
Dorophy ,Salt Milk Sugar,positive
Hilary  ,Kefir Sweet Cigar,positive
Alla    ,Cream Iogurt Fries,positive
Dorophy ,Salo Kefir Onion,positive
Ann     ,Beer Onion Abritos,negative
Chloe   ,Beer Vodka Salt,negative
Dorophy ,Cigar Kefir Salo,positive
Ira     ,Onion Salo Sugar,negative
Ira     ,Pepper Salo Sweet,negative
Ira     ,Fries Beer Eris,negative
Hilary  ,Pepper Vine Cheese,positive
Hilary  ,Cigar Eris Salo,negative
Ira     ,Kefir Salt Fries,positive
Hilary  ,Pepper Vine Cheese,positive
Hilary  ,Cigar Pepper Cheese,positive
Ann     ,Vine Pepper Sweet,negative
Emma    ,Eris Sweet Iogurt,positive
Emma    ,Cheese Bananas Sweet,positive
Dorophy ,Salt Bananas Sugar,negative
Dorophy ,Cheese Vodka Vine,positive
Alla    ,Abritos Fries Cheese,positive
Ira     ,Pepper Bananas Iogurt,positive
Ira     ,Onion Eris Vodka,negative
Alla    ,Vine Salt Cheese,positive
Alla    ,Beer Abritos Cheese,positive
Ira     ,Salt Onion Pepper,negative
Emma    ,Milk Water Onion,positive
Ira     ,Pepper Sweet Abritos,negative
Filona  ,Beer Vine Sugar,negative
Ann     ,Bananas Iogurt Milk,positive
Chloe   ,Milk Bread Cheese,positive
Filona  ,Cheese Vodka Vine,positive
Hilary  ,Sweet Cream Milk,positive
Emma    ,Water Cigar Cheese,positive
Dorophy ,Salt Sugar Bananas,negative
Ira     ,Bread Onion Salt,negative
Dorophy ,Water Vodka Eris,negative
Chloe   ,Bananas Cigar Water,negative
Filona  ,Sugar Bread Iogurt,positive
Alla    ,Salt Cigar Fries,negative
Ira     ,Beer Fries Vine,negative
Ann     ,Eris Salt Iogurt,positive
Dorophy ,Onion Salo Kefir,positive
Sophy   ,Eris Cheese Salt,positive
Filona  ,Cheese Sugar Beer,positive
Hilary  ,Pepper Cigar Kefir,positive
Filona  ,Beer Cream Sweet,positive
Alla    ,Kefir Cheese Water,positive
Gina    ,Fries Pepper Cigar,negative
Ann     ,Bread Milk Cheese,positive
Ann     ,Vodka Eris Cigar,negative
Filona  ,Beer Water Cheese,positive
Emma    ,Kefir Abritos Eris,positive
Alla    ,Pepper Onion Bananas,negative
Alla    ,Sugar Sweet Salo,negative
Chloe   ,Salt Fries Water,negative
Ann     ,Cheese Water Beer,positive
Ira     ,Salt Kefir Cigar,positive
Gina    ,Cigar Milk Fries,positive
Dorophy ,Bread Cigar Kefir,positive
Chloe   ,Sweet Milk Cigar,positive
Emma    ,Kefir Pepper Onion,positive
Filona  ,Salo Sugar Sweet,negative
Sophy   ,Water Onion Sweet,negative
Sophy   ,Salt Water Cheese,positive
Filona  ,Kefir Bread Water,positive
Chloe   ,Vine Cream Water,positive
Filona  ,Bananas Sugar Cheese,positive
Chloe   ,Iogurt Cigar Salt,positive
Ann     ,Bread Kefir Beer,positive
Hilary  ,Vodka Water Bananas,negative
Ira     ,Cream Sweet Vine,positive
Emma    ,Cheese Salt Cigar,positive
Chloe   ,Sugar Vine Water,negative
Ira     ,Eris Salt Onion,negative
Filona  ,Cream Salo Abritos,positive
Ann     ,Sweet Cream Beer,positive
Emma    ,Salt Fries Sugar,negative
Sophy   ,Iogurt Bananas Pepper,positive
Filona  ,Salt Abritos Sweet,negative
Sophy   ,Iogurt Salt Vine,positive
Chloe   ,Cheese Cigar Kefir,positive
Dorophy ,Fries Sweet Beer,negative
Sophy   ,Cheese Cream Kefir,positive
Emma    ,Fries Pepper Onion,negative
Gina    ,Cheese Bread Bananas,positive
Filona  ,Sugar Salo Abritos,negative
Ann     ,Beer Vine Bread,negative
Hilary  ,Abritos Kefir Pepper,positive
Emma    ,Milk Water Kefir,positive
Filona  ,Fries Sugar Iogurt,positive
Ann     ,Eris Kefir Cheese,positive
Ira     ,Water Salt Eris,negative
Emma    ,Sweet Cheese Bananas,positive
Ira     ,Cream Eris Fries,positive
Ira     ,Cream Sugar Bread,positive
Ira     ,Sugar Beer Vine,negative
Ann     ,Fries Sweet Water,negative
Dorophy ,Pepper Cream Kefir,positive
Filona  ,Bananas Kefir Iogurt,positive
Gina    ,Bananas Sugar Iogurt,positive
Alla    ,Vine Vodka Fries,negative
Sophy   ,Cream Sugar Bread,positive
Ira     ,Vodka Abritos Bread,negative
Chloe   ,Cigar Cheese Sugar,positive
Gina    ,Sweet Onion Water,negative
Chloe   ,Sugar Vine Bread,negative
Dorophy ,Cheese Milk Cigar,positive
Sophy   ,Milk Sugar Vine,positive
Ira     ,Fries Sweet Vine,negative
Hilary  ,Beer Kefir Cigar,positive
Alla    ,Fries Sweet Cheese,positive
Emma    ,Cheese Abritos Kefir,positive
Dorophy ,Onion Cigar Fries,negative
Alla    ,Vine Eris Salt,negative
Alla    ,Vodka Milk Fries,positive
Sophy   ,Sweet Salo Iogurt,positive
Ann     ,Iogurt Cream Salo,positive
Filona  ,Fries Abritos Beer,negative
Ira     ,Onion Fries Sweet,negative
Sophy   ,Milk Vine Cigar,positive
Chloe   ,Cigar Eris Pepper,negative
Filona  ,Abritos Iogurt Fries,positive
Hilary  ,Cheese Bananas Bread,positive
Dorophy ,Vodka Cigar Sugar,negative
Filona  ,Bread Sweet Salo,negative
Ira     ,Milk Vodka Bread,positive
Ann     ,Pepper Cream Abritos,positive
Emma    ,Fries Cigar Bananas,negative
Hilary  ,Sugar Milk Iogurt,positive
Dorophy ,Milk Cheese Sugar,positive
Filona  ,Salt Salo Eris,negative
Ann     ,Onion Iogurt Abritos,positive
Sophy   ,Milk Sugar Salo,positive
Hilary  ,Onion Sugar Milk,positive
Dorophy ,Cream Cheese Sweet,positive
Ira     ,Vine Fries Sugar,negative
Ann     ,Abritos Kefir Salt,positive
Ira     ,Bananas Kefir Eris,positive
Ira     ,Bananas Cheese Salt,positive
Ira     ,Beer Salt Milk,positive
Sophy   ,Bananas Vodka Abritos,negative
Sophy   ,Abritos Salo Iogurt,positive
Alla    ,Sweet Kefir Salt,positive
Ann     ,Eris Milk Beer,positive
Ann     ,Sugar Kefir Cigar,positive
Alla    ,Abritos Eris Cigar,negative
Alla    ,Onion Abritos Vodka,negative
Hilary  ,Cream Water Cheese,positive
Dorophy ,Fries Vodka Onion,negative
Filona  ,Salo Fries Abritos,negative
Chloe   ,Cigar Beer Sugar,negative
Filona  ,Milk Cigar Salo,positive
Sophy   ,Sugar Kefir Bread,positive
Sophy   ,Salt Water Cigar,negative
Hilary  ,Salo Cream Beer,positive
Emma    ,Abritos Bread Iogurt,positive
Gina    ,Fries Salt Cheese,positive
Dorophy ,Pepper Eris Onion,negative
Filona  ,Fries Cheese Bread,positive
Ann     ,Bread Water Milk,positive
Gina    ,Salt Sweet Vodka,negative
Filona  ,Eris Vodka Fries,negative
Ira     ,Bananas Onion Salo,negative
Alla    ,Kefir Cheese Bananas,positive
Ira     ,Water Abritos Milk,positive
Dorophy ,Abritos Onion Kefir,positive
Alla    ,Fries Sugar Vodka,negative
Dorophy ,Abritos Sugar Cigar,negative
Emma    ,Cheese Bananas Vine,positive
Hilary  ,Sugar Fries Salt,negative
Chloe   ,Iogurt Salo Bread,positive
Chloe   ,Onion Salt Water,negative
Emma    ,Water Cheese Eris,positive
Gina    ,Pepper Salo Cream,positive
Hilary  ,Milk Sugar Cigar,positive
Hilary  ,Salo Cigar Pepper,negative
Emma    ,Eris Salo Cigar,negative
Chloe   ,Sweet Salt Cream,positive
Ann     ,Pepper Bananas Bread,negative
Chloe   ,Cigar Eris Beer,negative
Alla    ,Fries Water Bananas,negative
Sophy   ,Bread Water Beer,negative
Ann     ,Milk Vine Bread,positive
Ira     ,Cigar Fries Onion,negative
Ann     ,Bananas Kefir Cheese,positive
Sophy   ,Milk Sugar Pepper,positive
Sophy   ,Water Salo Beer,negative
Sophy   ,Beer Milk Fries,positive
Gina    ,Sugar Bread Eris,negative
Hilary  ,Sugar Fries Abritos,negative
Ann     ,Vodka Milk Salt,positive
Filona  ,Kefir Bananas Onion,positive
Sophy   ,Sugar Cream Cheese,positive
Ann     ,Cigar Sweet Eris,negative
Emma    ,Vine Milk Sweet,positive
Sophy   ,Salo Bread Cigar,negative
Alla    ,Vodka Pepper Bananas,negative
Ira     ,Water Fries Cheese,positive
Alla    ,Iogurt Salt Beer,positive
Chloe   ,Fries Vodka Bread,negative
Ann     ,Beer Pepper Salo,negative
Sophy   ,Sweet Sugar Vodka,negative
Dorophy ,Cheese Bananas Salt,positive
Emma    ,Salo Iogurt Beer,positive
Ann     ,Vine Cream Cigar,positive
Filona  ,Sugar Abritos Kefir,positive
Alla    ,Pepper Beer Kefir,positive
Ann     ,Vodka Onion Water,negative
Hilary  ,Cream Salo Iogurt,positive
Emma    ,Onion Sweet Vodka,negative
Ira     ,Abritos Cream Salt,positive
Ira     ,Onion Cigar Pepper,negative
Filona  ,Beer Milk Salo,positive
Filona  ,Abritos Water Cream,positive
Sophy   ,Bread Vodka Cigar,negative
Emma    ,Cigar Sugar Beer,negative
Filona  ,Iogurt Fries Salt,positive
Ann     ,Kefir Fries Abritos,positive
Filona  ,Salt Abritos Sweet,negative
Ira     ,Pepper Sugar Water,negative
Alla    ,Cigar Fries Water,negative
Chloe   ,Vodka Salt Salo,negative
Sophy   ,Fries Eris Salo,negative
Emma    ,Beer Bread Cigar,negative
Emma    ,Fries Bananas Sugar,negative
Ann     ,Pepper Vodka Vine,negative
Hilary  ,Beer Cheese Water,positive
Ira     ,Kefir Beer Cheese,positive
Emma    ,Water Iogurt Pepper,positive
Emma    ,Vodka Cheese Abritos,positive
Emma    ,Abritos Salo Iogurt,positive
Sophy   ,Vodka Bread Milk,positive
Emma    ,Sugar Beer Water,negative
Hilary  ,Cream Cigar Salt,positive
Dorophy ,Beer Salt Bananas,negative
Gina    ,Bread Pepper Vine,negative
Chloe   ,Eris Onion Sugar,negative
Hilary  ,Salt Abritos Fries,negative
Sophy   ,Kefir Vine Cheese,positive
Emma    ,Salt Kefir Bananas,positive
Filona  ,Onion Bananas Abritos,negative
Sophy   ,Salo Vine Sweet,negative
Sophy   ,Abritos Sugar Water,negative
Ira     ,Cigar Water Onion,negative
Filona  ,Bread Water Iogurt,positive
Ira     ,Pepper Eris Cheese,positive
Ira     ,Sugar Fries Milk,positive
Ann     ,Bread Cream Salo,positive
Chloe   ,Fries Sweet Milk,positive
Emma    ,Cheese Onion Vine,positive
Gina    ,Kefir Water Vine,positive
Chloe   ,Iogurt Salo Pepper,positive
Ann     ,Milk Vodka Bread,positive
Alla    ,Abritos Bananas Kefir,positive
Ann     ,Milk Eris Salt,positive
Sophy   ,Eris Pepper Iogurt,positive
Hilary  ,Water Iogurt Bread,positive
Dorophy ,Fries Cigar Iogurt,positive
Dorophy ,Abritos Beer Eris,negative
Sophy   ,Fries Sweet Cream,positive
Emma    ,Bananas Sweet Cheese,positive
Chloe   ,Abritos Cigar Salt,negative
Sophy   ,Fries Onion Sweet,negative
Hilary  ,Vodka Eris Beer,negative
Alla    ,Sweet Milk Pepper,positive
Gina    ,Beer Water Milk,positive
Alla    ,Kefir Salo Abritos,positive
Filona  ,Beer Abritos Bananas,negative
Chloe   ,Kefir Bananas Water,positive
Emma    ,Eris Sugar Vodka,negative
Filona  ,Vine Iogurt Salo,positive
Gina    ,Iogurt Cheese Pepper,positive
Alla    ,Vodka Sugar Salo,negative
